customer_message,agent_response,company
at which time should there be ads in past programming when you pay for no ads? NEVER. Fix this stupid shit.,"Hi! Ads helps us offer new/exclusive content for $7.99/mo. For commercial-free streaming, please see:",hulu_support
"Driver was 1 min away for 10. Tried to call/text, no reply. Forced me to cancel so I could order another. No refund bc “policy” is BS",We're so sorry about that! Please send us a DM with your email address with details so we can connect.,Uber_Support
"The item is not appearing in the history, it has been more than 60 days, but it appeared before 60 days. No, I did not reached out to seller","More than 60 days, you may not find it within your history anymore. We’d suggest opening a PayPal claim.",AskeBay
"please we are boiling alive on the 19:20 Euston to Manchester, please turn off the heating!",Sorry Daniel! But you would be best to speak with the onboard team regarding this.,VirginTrains
Answer me please,"Your concern has been initiated under ref.no.C1-100113239835 & the expected date for the complaint is 16/10/2017. Rgds,Jagjeet",idea_cares
"Done, thank you","Hi Neil thanks for sending in your details, I have now logged your concerns and wish you a good evening! Thanks - Struan",Tesco
"hi. No customer support, and my email about a double-charge from August got a copy-paste unrelated response. Wanna. help?",Hi! DM us your account email address and we would be happy to help.,Postmates_Help
Not a shocker. Another great flight. Matthew is the host with the most! Smiles for days. Flight 219. Happy Thanksgiving! #CustomerService,Happy Thanksgiving to you! We'll pass your tweet along to Matthew and his team. Have a wonderful rest of your day! xoxo,JetBlue
went the bank teller at around 8 pm deposited a large sum of amount less than 50 bills.Out the cash inside the machine as a cash deposit and sure enough the machine is out of service while my money is still inside! The message. 1/3 of my money was deposited the rest vanished!,I’m sorry it did not work for you. We can help retrieve your funds. Please send your name/ZIP/phone privately and best time to talk.,BofA_Help
Why was it sent to the post office instead of my house? I've never had this happen and is a big inconvenience. Can they not deliver it?,Looks like USPS is the carrier so they should be delivering it. Do you have any issues getting items from USPS?,AmazonHelp
Your commercials are loud and obnoxious.,Sorry you feel that way about our TV commercials. We will share your comments with our Advertising team.,ArbysCares
"I have a recommendation, everyone buy stock but then dump all of their services-bc they suck-period, can't wait to switch!",Hi! We're sorry you have not received the experience you deserve. Can you DM us with details as to what happened?,ATT
there's no technical reasons you put a line of code in the app programming to block the video on purpose that's shit!,You can join the conversation ( while we make improvements based on feedback: 💡,hulu_support
any size pizza?,"Yes, the deal is for any size pizza. Thanks!",AskPapaJohns
Is your mentioned time frame in sync with planet earth or you work from Mars? its been more than 5 days?,I'm sorry for the stretch. Could you tell me if you've received any mail from our Social Media Escalations team?,AmazonHelp
My favorite cake is lemon bundt.,Lemon Bundt is the way to go!,AmericanAir
when was it activated?,Kindly liaise with KCB for further assistance.,Safaricom_Care
ICICI Gave me a gift card RS(100) which is Invalid. is It not a Joke.,We would advise you to contact the vendor of the Gift Card. Do keep us posted with the outcome.,AmazonHelp
"has terrible customer service, I've written a few emails about an awful flight in August and keep keeping fobbed off to complain somewhere else, disgrace!",Thank you for your patience. I’m truly sorry that you have not received a response from our Corporate Customer Care Team as of yet. Please feel free to contact them directly at 1-800-455-2720 8:00am-9:00 pm ET Monday-Friday (Closed on U.S. Holidays). *AFC,Delta
This was not the first time! Very disappointed.,we're sorry we weren't able to assist you on this occasion. Happy Birthday Leonal.,British_Airways
flight 308 Cancun to Houston cancelled flew to LAX stranded at airport not sure if we all have seats tmrw not happy with svc!,"We're sorry for your frustration tonight, Lisa. Please continue working with our Agents at the airport for rebooking ASAP.",SouthwestAir
"Ordered a cell phone case from. Tracking info says it was delivered yesterday, but I never received anything. So annoying.","I'm sorry this has happened, Robyn. Can you tell us who the carrier is? You can check here:",AmazonHelp
Fix the battery issue first please. Went from 100% to 20% in 2 hours it’s been like this since update,We can assist you. Please DM us via the following link and we'll help you further from there.,AppleSupport
"absolutely love how I was just treated like a criminal at the chorley train station then insulted, not happy at all, a simple “we’d rather you buy your tickets here not on the train” would have been acceptable. Not pointing at a wall. #badcustomerservice","Hi. Sorry to hear this, the staff at this station are managed by. (1)",nationalrailenq
why uber won't request trips. WHAT IS GOING ON! It's been a over week now 😪,Hi there! Please send us a note via so we can take a closer look.,Uber_Support
"Complaint: My One+5 delivery delayed by 2 days now. Have tried customer care with no respite, despite being a PRIME customer.",We would like to help you. Please share your details with us here: We'll get in touch shortly.,AmazonHelp
Chutiya Hai Kya tu.from yesterday u guys are delivering? Madarchod,I understand you are yet to receive your order. Please wait for our team to reach out to you soon.,AmazonHelp
DPD_UK So I paid next day delivery from amazon only 2wait 4nothing! Ur delivery man never came. Bt I received email saying unable 2deliver,Apologies - does the DPD tracking confirm that a delivery attempt was made? Pls check here:,AmazonHelp
"No bakery for a month! Bread stocks are poor and not fifo’d. Fridges, freezers and shelves half empty. Suggest someone takes a look","Hi Stuart, really sorry to hear this. Can you please DM me your full name, address, email? I'll then be able to log this. Thanks - Mark",Tesco
"Hi Manoj Sir, I have port my phone number from reliance to IDEA and they have promised me to provide the best cellular services, However their network services are worse in my area. 1/3","we understand your concern has been addressed. Regards, Dinesh.",idea_cares
are there login problems? Getting 'try again later:login 80010108' for last 5 hours.,Heyo! We'd like to Direct Message so we can collect some more information. Can you follow and 1,XboxSupport
It’s all good. It wa any mam buying a tv series on prime. Sorry about that,"No worries, thank you for the clarification!",AmazonHelp
I have shared already see the earlier tweets with image names order details.,"As stated earlier, we cannot access your account over twitter. Please share your details in the link provide earlier.",AmazonHelp
"#azTechHelp i can't connect to my VM using RDP since yesterday. I've tried NSG rules, restart, redeploy and not success. Help!","Hi, take a look at the following documentation which may help:",AzureSupport
"I don't want to make it a Smart Object, but thank you.","I have tried it at my end, however I'm not able to see scale effects in the free transform tool in previous versions of Photoshop.",AdobeCare
Classic. Your website is broken and you want to charge me more. Amazing you have so many PR problems!,details of the seats you wish to select. We'll be in touch as soon as possible.,British_Airways
yes.yes I do.and I pay dearly for it. Please fix this!,I apologize for the delayed response. Are you still having issues? -JB,Ask_Spectrum
hi I haven't received my battlefront 2 beta code for preordering?,When did you place your order?,AmazonHelp
もう届いた！ Everyday Ice cream Amazonさん仕事早い 朝からキュンキュンしちゃお #Everyday #Icecream #わたらいももすけ,ご利用いただきありがとうございました✨✨ SK,AmazonHelp
"Sorry that your order is late, if it doesn't arrive by Saturday (this is a school address so closed on Sat.) then come back to the site.",I am truly sorry for the late order! Who is the carrier responsible for the delivery:,AmazonHelp
This is exactly why I love you. #HappyThanksgiving2017 #TheFriendlySkies,"We love to have a good time, Veronica! Your love means the world to us!",SouthwestAir
"Yes, I now have two connecting flights and will get to my final destination over 7 hours later than originally planned.",Please DM your confirmation number so we can take a look.,SouthwestAir
Hello i need this too how is the mechanics?,Hi Ann! Can you DM us your account's username or email address? We'll see what we can suggest /DN,SpotifyCares
"my internet has been ""undergoing maintenance"" for over 24 hours. I bet I get to pay for this too. Yippee.","I would be happy to take a look into this for you. To better assist you, can you please DM me your account number? -Aaron",CenturyLinkHelp
I had a choice between and Spirit for my flight home and I booked American because I assumed it was the better option 🙃,We're excited to have you flying with us! If you need anything let us know.,AmericanAir
Keeping the business in the family. #ups #halloween #fatherandson,We absolutely love this photo!,UPSHelp
I thought the 🦃 trot badge was awarded for running at least 5k today? 😓,Mind if we step in? Did you edit the run at all?,NikeSupport
Can you guys please reply to my DM's? its getting really frustrating dealing with you guys.,Hello there! Sorry for the delay. We have responded to your DM.,AskPayPal
The 7plus and whichever the last iOS 10. I️ haven’t updated to the iOS 11 yet but I’ve heard that doesn’t resolve my issue,"OK, got it. Let's move over to DM so we can look into this a bit further.",AppleSupport
"I have requested several times to cancel, they have not been shipped.","Unfortunately, once an item enters the shipping process, changes can no longer be made to the order.",AmazonHelp
I remember last Halloween 😂😫 my ass was working that whole day soon as I go off I went to chipotle next day I was sick asf 😫,This is concerning to hear. Please let our team know at the link: -Jen,ChipotleTweets
Can’t get onto your website,"Apologies for this Joe, IT are aware and are working to rectify the problem.",SW_Help
my no is 09075365519,"Hello, kindly dial * 311 * 2 * AirtelNumber # to add, * 311 * 3 * AirtelNumber # to delete numbers on your SmartConnect plan. Please dial * 311 * 4 # to view numbers already registered. You can add up to four Airtel numbers. Replacing a number attracts a fee (1/2)",airtel_care
OH FUCK WHAT? THE DLC IS NOW AVAILABLE. AFTER THE SAVE DATA IS GONE. THANKS MICROSOFT YOU GUYS SUCK.,Greetings! Would you mind following us and sending a DM when you are so we can gather more info?,XboxSupport
Well i cant sign in right now so thats why i said call,I'll meet you back in DM. *StephanieGarza,TMobileHelp
"Yes, crew was great! Unfortunately a 2.5hr delay trying to find the maintenance log means no dinner, on tarmac now; dinner starts in 7min 😞",We're glad to see you've pulled in now. Thanks for hanging in there with us.,AmericanAir
At first I was excited for $3 burrito but my appetite was ruined when I ate a hair and found plastic in my bowl! NOT HAPPY!,This is concerning. Please reach out to our team at the link: -Jen,ChipotleTweets
"very bad service! booked cab, diver said he is on the way, but suddenly they cancelled my trip without any information. I missed my meeting coz of unprofessional attitude by #Uber, this happens second time with me #UberEATS",Sorry to hear about that! Send us a note via so our team can get in touch.,Uber_Support
",dem jst no try at all.dey shld take lecture frm","Hello, please state the exact issue experienced alongside the affected mobile number for checks and assistance. Thank you.",airtel_care
Had Recharge of 498 for my prepaid no. 42 days 42GB /1G day plan. Now plan didn't working after 30 days. Pl Check.,"We're awaiting for your response to resolve ur issue. Pls provide the same within next 24 hrs. Rgds, Idea Care",idea_cares
I want a sprite from McDonald's,"Our fountain Sprite at McDonald's is pretty refreshing, Lai. We'll see you soon.",McDonalds
Just got my #EchoDot. I WAS happy but damn thing won’t connect to internet in setup. I should have gone with #GoogleHome,Hey Neil! Try these steps to get your new Dot to connect to the internet:,AmazonHelp
I have a question about your cards and the information you require is there a way to speak to a live person?,6:00 AM - 2:00 AM (ET) 7 days a week. You can also visit Enjoy your day.,AskAmex
I HATE & any other bank that steals 💰 with some fuck ass bullshit ass stipulation like that. Its literally scam moves! 🖕🏿,Pls click below to send your full name/zip/phone # so we can follow up with you. Thx,BofA_Help
I also opened the email in litmus and found the email doesnt render properly on the following email clients.,We're passing this along. Thank you!,AskLyft
"um why is my phone roaming in my own house smh service is still trash, it doesn't take almost 20 years to ""update"" the network.",When did you begin to experience roaming coverage in your house? Are you only seeing this coverage while on your house? Does this happen in the area around your house or indoors only? - JF,sprintcare
"re: the unfortunate icon changes - here's a screen shot of downloading items vs ""up to date"". Can you see a difference?",.notifications are acknowledged. Cheers! 2/2,DropboxSupport
thanks for the worst service and most rude workers i have ever met:),"Whoa, we're so sorry for any rudeness you encountered from our team. Please let us know how we can help turn things around.",AmericanAir
gate it was at LITERALLY ONE HOUR LATER when my flight landed and the car seat wasn't at my arrival landing,"We want to get you reunited as quickly as we can, please follow and DM additional details.",AmericanAir
I'm unable to play any of the tracks from here on Android. Any idea why?,"Hey Miles! Does logging out, restarting your device, and logging back in make a difference? /LO",SpotifyCares
Para todo lugar. A bateria é eterna,"Olá Thamires! 😀 Me diga, qual foi o último eBook que você leu?",AmazonHelp
I need to open a new checking account,"Fantastic! You can visit and review the types of accounts we offer and to apply or visit a branch. To find a local branch, visit",ChaseSupport
Its been 2 weeks since this is going on. Cant dance to your tune. If interested call me at 9582156740 #AmazonSucks,Please don’t provide your details as we consider them to be personal information. Our Twitter page is public.,AmazonHelp
You have an issue with WhatsApp “type a message” box experiences in iPhone 7. It goes only after switching the mobile,We'd be happy to try to assist. Please reach out to us via DM and we'll get started.,AppleSupport
bizarre train swap at Stafford but well executed by the staff at the station and onboard the trains,"Thanks for the great feedback, Michael",VirginTrains
It’s so hard to get any kind of help from. Just want to chat with someone 🙄,Here to help! Send us a DM with your email address with more info so we can assist.,Uber_Support
Shoutout to for the ~spooky~ good deal on booritos 😱😱😍,"No tricks, only treats. -Becky",ChipotleTweets
"Day two of waiting for my order. On this evidence, I think I'll cancel Prime once the free trial is over.","I'm sorry for the wait, we'd like to help! What was the delivery date shown on your dispatch confirmation e-mail?",AmazonHelp
"I’m in Thailand now, how should I contac them?","You can call collect at 336-393-1111, 24/7.",AskAmex
helllllllloooooo I'm hungry,"We're sorry the order is late, Jared. It is currently out with the driver and should be there soon! Would you like us to submit an incident ticket about this?",AskPapaJohns
Noticed that latest app updates notification are not happening automatically.I need to manually refresh update menu. Any solution?,"We'd love to lend a hand. Are you referring to automatic app updates? Let us know in DM, and we'll take it from there.",AppleSupport
"Special tks to Meena # 135428 from, SERO office, #CKteam. Meena made possible the first Int'l flight of my 6 mos grandson!","Meena is an #AAllstar! Please DM your record locator, we'd love to forward your praises.",AmericanAir
"Nicht klingeln, vor Tür legenso mit Ware umgehen? Zum Glück hab ich die Ware endlich bekommen, aber so?¿¿¿¿",So sollte es natürlich nicht bei dir ankommen :( Ist mit dem Inhalt denn alles in Ordnung? Lieben Gruß,AmazonHelp
question. Just got new tv with Vizio smartcast - old version of Hulu is on there and can’t access the live TV and stuff. Anyway to update it?,"Hi! Live TV isn't currently supported on Vizio devices, but keep an eye on: and",hulu_support
I DID THAT 3 times! I'm on the phone with a rep now and y'all still fucking playing me!,Yikes! That sounds like a job for T-Force! I'd love to hep you out! Shoot me a DM and we'll start digging into this! *RyanMitchener,TMobileHelp
My Favourites Keep disappearing on me! 7Plus latest iOS,We're happy to help. Join us in DM with more details about your Favorites and when this first started.,AppleSupport
A mi me lo cobraron dos veces,¡Hola! Te hemos enviado más información por MD. Continuemos hablando por interno /SF,SpotifyCares
I dont know if its the Roku or but I cant login to my hulu account on my roku. I can get Hulu on my computer.,"Apologies! We're currently looking into this behavior. When you have a chance, reach out to us here:",hulu_support
I filled out this form days ago and no one has contacted me.,Here to help! Please send us a DM with your email address with details so we can follow up.,Uber_Support
I sent an email already. It’s not even scheduled to be delivered until Friday December 1st so how would it be already shipping? It doesn’t take over a week.,I recommend getting in touch via the Phone or Chat options for live-assistance.,AmazonHelp
Got to choose my seat and I have a row all to myself. Love you,"Sounds like a perfect start to your trip, Adri! Sit back, relax, and enjoy the amazing views! Thanks for flying Southwest!",SouthwestAir
"Not talking about my phone, it's my WiFi.",.number & a contact number for follow up.,Safaricom_Care
having a problem with a cancellation fee I was given a credit never applied to my acct. My email is __email__ You still charged me $4.00 plus $5.00 cancellation fee,"Sorry for the trouble! Send us a note here, and our team will be in touch.",Uber_Support
I saw online that you can help me change my last name. Can you help?,"Sure can, Kristi. Just DM us your account number and other details.",SouthwestAir
"what time does the Target locations in Warwick, Rhode Island (02886) open?","Thank you for contacting us about the Holiday hours for today. Our Warwick, Rhode Island Target store will be closed on 11/23/17 and will reopen 11/24/17 normal business hours. We hope this information helps. Enjoy your holiday!",AskTarget
"we are now deplaning. We're told to bring boarding pass, except AA website is down and now can't retrieve mobile pass.#AA292",We currently have an estimated departure time of 7a out of LAX. It shouldn't be too long for us to get in the air. Thanks for your patience.,AmericanAir
"I got SMS from Uber Eats offering me promotional codes offering discounts, but when I try to apply them, I get an error that promotional codes are not applicable for this account. Why?",We'll be happy to take a closer look. Send us a note via so our team can connect.,Uber_Support
so people that live close to airports need rides too. Do you penalize drivers for bailing on weary travelers? #crappyservice #rudepeople #niceholidayattitude,"Hi, there! We do keep track of cancellations by drivers and take the appropriate actions when this occurs.",AskLyft
I did send me the dm,We have sent you a DM with more details,AskPlayStation
So is Futurama coming to Hulu or what? When Netflix dropped them it was announced Hulu would get it but no word yet?,"Apologies for any frustration! We don't currently have details to share, but we'll pass along the request to Fry and Bender.",hulu_support
I need help and haven't been able to get in touch with anyone. Can you help?,"We're here to assist! What can we help out with? For account issues, you can call/chat us here:",hulu_support
I'm not getting any help! What's going on,That line is active and ready to go! :) *KatherineN,TMobileHelp
Hello Can You Call 0706521372,"Hi, 0706***372 is unavailable on call. Kindly share a reachable contact number for assistance.",Safaricom_Care
"It's different ads now, usually not the first ad, but the second or third depending on how many I get.","The behavior is specific to certain ads typically. So we can take that closer look, we do recommend reaching out over chat/phone.",hulu_support
absolutely shocking visit to your hotel yesterday! Rooms were shabby and on top of that you charge £7 for a small tonic water,We are very sorry for any issues. Please kindly follow us and DM your reservation details so we may assist. Many thanks - LH,HiltonHelp
can a prepaid subscription transaction be reversed? I have absent mindedly made a transaction i did not intend to make.,What kind of a transaction is it June? and kindly DM your phone number for us to assist.,Safaricom_Care
Her husband is in for a real hormonally induced emotional rollercoaster. She could never be an NFL QB. Got to keep an even keel.,Hi! If you need any assistance with your Comcast services please send us a DM with you address and phone number? -CF,comcastcares
"Hi David,just to let you know,my thread on a local fb page has about 100+comments,many made after the manager apparently has taken note.nothing has changed.Lots of bad experiences which continue.Not sure HP Tesco are doing anything to help this matter at all",Please rest assured that this has been fed back to store management and they are looking into this. Thanks - Mark 3/3,Tesco
please keep this aircraft (A321S) on schedule for every Thursday 6:30pm ORD to MIA (2193)! 🙌🏼 flight long 4 Boeings w/ no TVs!,Keep an eye out on our schedules as it can change but for now it looks good! #dreamsdocometrue,AmericanAir
#apanidukaan #bewakoofbananeki dukaan,"I'm sorry for the delay, Nitesh. Could you confirm contacting our support team here:",AmazonHelp
"Although I have already tried submitting request through app multiple times, i have sent a note on the given link again",We have received your support request and a member of our team will follow up as soon as possible. Thanks for your patience!,Uber_Support
"Hey 11.2.1 is killing my battery- big time. iPhone 6s+ I used to make it to 3 pm and still have 80%. I’m below 40 already (3:15). And no, I don’t use the app.",Thanks for contacting us. We know how important battery life is. We'd be happy to help in any way we can. Let's meet in DM to troubleshoot together.,AppleSupport
Can someone please answer my DM? I would love to speak to someone directly from the Tampa Bay support team,"While I am limited to Twitter, I'm not sure the mention Tampa Bay support team you are referring to. *TDH",Delta
"Our service has been fully out for hours, also North Hollywood (91606) - regional outage? User outage map is red but who knows how accurate.","Hi Casi, I apologize for the inconvenience this is causing. I am sorry to say that currently your area is experi.",Ask_Spectrum
when are y’all going to fix >> I.T,"Thanks for contacting us, meet us in DM with the iOS version you're currently on and we'll go from there.",AppleSupport
Thanks for sending me 8 iPhone 7s I didn’t order. Like how my 2 calls and chats to warn you were ignored. 🙄,Wow are you currently a Sprint customer? Did you ever order a device from us? Please send us a Direct Message to assist. -MC,sprintcare
d worst product i bought frm Amazon.not working proprly,"Sorry to hear that, please contact us here: so that we can assist you accordingly.",AmazonHelp
I’ve backed it up from iTunes and also reset it from there too. MacBook Pro 13” 2013.,"After resetting your iPhone, does your music library reappear or do you manually re-create it?",AppleSupport
Please call me on 0719476697 I now have the replacement card,We've been in touch.,Safaricom_Care
"Hey tell me why I got these answers wrong on.These are the exact same graphs, this is ridiculous! 😡",Our apologies. Please contact your instructor so they can review and report this.,PearsonSupport
"PLEASE sort London-Swansea service.Tonight was embarrassingly bad & dangerous-train couldn’t even leave due to overcrowding.2 hours in, £82 down & I’m still stood up, freezing cold wishing I didn’t have to face the 4hr rtn journey on Sunday #gwr",Did you reserve a seat for this service? 2/2 Rachel,GWRHelp
phishing. Sending email > that my last tranx was declined. Need to confirm.,"Hey there! For assistance with that phishing email, just DM us a screenshot of it and your PayPal email address.",AskPayPal
"Hey just got a fake email from u, telling me someone accessed my iCloud, & if it wasn't me to use a link provided. Just saying 🤦🏼‍♀️","Thanks for informing us. However, this wouldn't be an email sent from Apple. Please take a look at this:",AppleSupport
I accidentally bought 2 months of Xbox live instead of 1 so could I refund the 2nd month,to the chat team as they are best equipped to help with this! 2,XboxSupport
23 minutes on hold and soon as tech picks up phone gets disconnected.no call back.very disappointing,Sorry about that. Let me look into this. Kindly share system service tag or any case reference number via direct message 1/2,DellCares
何か買いに行く、と言いながらAmazonパントリーで買い物を始める,（´-`）.｡oO ( ぜひご利用くださいませ～ )HM,AmazonHelp
I do click and collect avoid actually going in. Never any for my orders mind you they had no bread according to the picker last week.,"Sorry Sue, it does seem to be a popular item and looks as if it sells out quickly, I'm sorry for any disappointment. Thanks - Mike",Tesco
I just want to send a really big thank you for these! pat loves you.,You got it! -Tay,ChipotleTweets
"Thanks for the info, but I’ve done/do all of these things. That’s why I am so confused that it has consistently not worked well.","We'd like to look into this with you further, please connect with us via DM:",AppleSupport
Why a lot of Bussiness stop 🛑 taking Amex?,"Good morning, thanks for reaching out. We appreciate the feed back. Your concern has been captured",AskAmex
Your employees wouldn't let my bag on the plane because even though I arrived before the time needed and did a pre check in. I wasted $200,Sorry to hear this! Are you in need of immediate assistance with your flight or your bag? *HDV,Delta
"I am #thankful today for Jeissel at #jetBlue Boston/Logan for scrambling to make sure my sister and I made to our grandmother’s on time. You’re a humble angel with wings, and everyone you help knows it to be true. Bless you! #HappyThanksgiving2017","Thanks for the kind words, Ross!",JetBlue
I want to buy 'the four hour work week' but it is beyond my budget.;),Wish we could do something here. But our hands are tied. You can save it in your 'saved item' list and buy later on,AmazonHelp
"No updates on the car, and my partner’s phone is pairing with Android Auto just fine. When I try plug my phone into the car, the car doesn’t respond at all. Even bought a new cord to make sure it wasn’t a connection issue.","You've completed some great steps, thanks. DM the make and model of your car and we'll continue there.",AppleSupport
what deals we got today?! #NationalTacoDay,Hey. We're celebrating with a Taco Day Gift Set.,TacoBellTeam
I've sent you guys an email since morning but still no reply,"Hello, all inconveniences regretted.Thank you. ^Kash.",airtel_care
El servicio de Amazon Prime deja bastante que desear. Las entregas en un día o dos se convierten en entregas de una semana. Lamentable. Para esto pagamos un servicio.,"Hola Icardi, lamentamos las molestias. ¿Podrías confirmarnos si tienes un pedido pendiente de entrega?",AmazonHelp
love the new in flight entertainment screens! Gotta go into airplane mode now,They are pretty sweet! 😎 Enjoy your flight Bud! ✈ *TJN,Delta
#jeffbezos it is really A BIG SHAME that you have been inert on my complaints against Amazon India.they can cheat and harass but you are not bothered. It shows either you are intentionally promoting cheating to earn money or you are careless.,"Unless your details are provided here:, we won't be able to assist you with issue you've been facing.",AmazonHelp
iPhone X has a clicking noise on right side of phone help,Hi. We want to make sure your new iPhone X is not having any issues. Can you let us know if this is a button? Where does the sound seem to originate from? Send us a DM.,AppleSupport
Need vegan cheese and more vegan options! 😍,We will forward your suggestion for review. Thanks!,AskPapaJohns
I clicked on an ice maker in the deals page of amazon ONE TIME and now keeps trying to sell me them. I have a student prime account & they think I can drop hundreds on ice,I'm sorry the recommendations you're seeing aren't helpful. You can learn how to edit and customize your recommendations here: Please let us know how this helps.,AmazonHelp
I contacted every possible person but nothing happened,here: and I'll reach out to you with an update soon.,AmazonHelp
Hoje mesmo comprei um ebook em inglês e ganhei 5 reais pra comprar outro 💙,Que legal! Qual eBook você comprou? 😃👏,AmazonHelp
Is this a robot? Least you can do is get her a real person. Or DM her. Have some courtesy.,We appreciate your concern and will work with our passenger directly.,AmericanAir
"Dang it I just got ANOTHER Sky Club renewal message. I SPECIFICALLY, IN WRITING, SAID I DON'T WANT TO RENEW. Also, you charged me for it! CANCEL NOW AND REFUND MY CARD. #NotThankful",You would speak with our Medallion Team at 800 325 1551 in regards to your renewal. Sorry to disappoint. *HDV,Delta
And i mean in a time of need like this in PR is when are airlines show the true colors,We are currently giving first priority to existing ticket holders who've had flights cancelled. Tickets will be available for sale on. 1/3,JetBlue
My ISP is fast my connection is good. Google photos seems to update speedily. Dropbox photo backup not so quick. 3 hours it took.,"Hi again, are you doing the uploads via your mobile device or your desktop machine? Were there any videos in the upload?",DropboxSupport
I still have not been paid this is day 2,thanks for getting in touch! Please DM your email address and we will promptly assist you.,DoorDash_Help
"Finally my service restored. U kept to ur words for once, thank you",You're welcome.,MTNC_Care
Is there anyway to ensure iOS Personal Hotspot is turned of when not in use? It’s a real battery drain but when no device is connected to it there is no indication it is on (otherwise indicated by the blue top bar),There certainly is. You'll be able to check and turn off Personal Hotspot by going to Settings > Personal Hotspot.,AppleSupport
can I connect my mouse and keyboard into my PS4 without a adapter and still play games like GTA or Titanfall 2,Hi there. Please check the information in the next link:,AskPlayStation
Yes I have done that hundreds of times,case I would request you to link an email ID to your amazon account and send the (2/3),AmazonHelp
"Had a brand new iPhone for a WEEK, I just opened a text and the home button has just decided to die for absolutely no reason.",That's not the experience we want you to have. We want to see how we can help. Have you tried restarting the phone?,AppleSupport
Is anyone else having trouble with the app not connecting?,"Hey there, Jared! What are you trying to do on the app?",SouthwestAir
"It’s on an I phone 6s and I’ve tried the steps and it did not fix it, any more advice?","Got it! See if these steps help: If no change, call/chat so we can help more:",hulu_support
"Hi! If I make an order through Cash on delivery & upon receiving the product if it doesn't fit me, can I return it then & there?","return request for it within the return window. Further, you can refer here: for more info. ^VN (2/2)",AmazonHelp
I have already raised this issue. Why can't someone from Amazon call me and update on the status? Why keep me in dark what is happening?,"Could you please confirm, if you've shared your details as requested earlier?",AmazonHelp
Sure.so if compensation is not available.can I name and shame you guys.because u guys are pathetic.can u quickly tell me ur name and employee ID and also ur escalation point of contact.because I am not sitting quiet,on this as feedback with the team internally for a review.,AmazonHelp
will the buzzing Flys ever go away after the zeppelin comes out?! Or am I supposed to play with a headache from then on,"Hi there, please feel free to share your feedback and suggestions here -",ATVIAssist
"Thanks Alex, then I promise to give you guys a break 😊","Hahaha! No worries,we are here to help :) *AlexSemsch",TMobileHelp
sent DM to you.,Got the forum. Thank you. We have escalated this internally and an engineer will be responding back via the forum.,AzureSupport
9922990030. No alternate number. Actually feeling guilty of not having one.,"As per our telecon, your issue has been initiated by us under C1-99765503215 & you shall hear on the same soon. Regards, Heetali.",idea_cares
Just found out serves margaritas. I don’t know how I missed this fact before! #mindblown #therealMVP,Go get one. -Tara,ChipotleTweets
"after iOS 11 and the patch update, this is what my lock screen and notification menu (when I slide down) looks like.explain please.",Let's get your Lock screen back. Have you restarted since updating? Which iOS patch update?,AppleSupport
I don't have a credit section? Your driver didn't pick me up in the hailstones and had no notifications,"Sorry to hear about what happened. Send us a note here, and our team will be able to assist.",Uber_Support
hi I need to get hold of Sainsbury's head office,"Hi Nick, has your mother contacted her line manager about this? Marc",sainsburys
"Does ""whatever device is available"" include the broken phone you sent me this time?",We have to send out the correct make/model color is something that is not promised so we send whatever color is available.,AsurionCares
they didnt help me at all,"I see. When you reached out to the live chat team, what instructions were given to you for this issue that you're seeing?",XboxSupport
please give me 1300 back which i would have saved if ordered from HP. Wanted1 day delivery so choose amazon. Lost money and time,Sorry about that. Kindly drop in your details here: and we'll work on it. Please don’t provide [1/2],AmazonHelp
Upgraded to iOS latest version yesterday. WiFi turns on automatically. Please look into it.,We'd love to look into this. Please click here to join us in DM. We'll continue there:,AppleSupport
Cabe señalar q mis números están actualizados!,"Entiendo, Jairo. Por favor contacta a través de este enlace:",AmazonHelp
Thank GOD plainfield mcdonalds has decent sweet tea,"We're always here for you, friend!",McDonalds
ohhhhk but then help me out,"Sure, please tell us what has gone wrong so that we can assist you.",AmazonHelp
heyy any news on draws updates?,"The results are out and you can find the winner's list, here:",AmazonHelp
help! Just got this watch and I have no idea what this means? Why is that time there. There’s no alarm set?,"We’re glad you asked! The complication you have circled in the photo is for sunrise. In the evening this complication will show you the time for sunset. You can customize the Apple Watch face, here’s how:",AppleSupport
"Si dos, pero es una constante con correo express llegan por sistema un día después de la fecha prevista. Lo quería dejar constar :)","Entiendo, en ese caso, te recomiendo reportarnos este tipo de inconvenientes directamente con nuestro Soporte al Cliente.",AmazonHelp
Looks like service is down again. You guys getting DDOS or what?,"Oh no! Which device are you on? Is the app just not loading, or is it a particular show/network? Try:",hulu_support
- And the issue is still not fixed! No one can help! All the info I get is wrong! I have been a customer for 12 yrs!,I understand how frustrating this is and I'm here to assist. I do apologize that I'm not showing the contact number or private message.,sprintcare
That’s why I love you! Always there to help! (even when some folks are 🦃🦃🦃),We've got a warm spot in our hearts for #PrettyBirds of all kinds.,AmericanAir
None of those suggestions worked.,Our experts in these matters should take it from here. Please reach out to us here:,AppleSupport
I'll have to have a word about it because that's the one thing in my opinion that puts us at a disadvantage to Tesco or Asda for example,The best thing would be to speak with either your line manager or the store manager. They'll be best equipped to assist. Faiza.,sainsburys
